ip,time,method,url,status,size,duration,referer,agent,class
57.89.105.109,1/5/2024 20:41,POST,/login,403,2103,747,http://martinez.net/,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/4.0),normal
33.79.38.212,6/10/2024 9:13,GET,/login,404,1467,1274,-,Opera/8.30.(Windows NT 4.0; fr-CH) Presto/2.9.182 Version/11.00,normal
111.85.154.122,2/2/2024 16:34,POST,/upload,404,2295,2318,-,Opera/9.83.(Windows NT 6.0; ta-IN) Presto/2.9.165 Version/10.00,normal
96.36.209.242,2/16/2024 9:35,POST,/comment,301,2501,3376,-,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/5.0),normal
98.121.105.126,1/5/2024 8:40,GET,/login,500,3696,4365,http://www.cross-larsen.biz/,Mozilla/5.0 (Windows NT 5.01; ff-SN; rv:1.9.1.20) Gecko/6344-09-28 15:12:25.246033 Firefox/9.0,anomaly
199.92.243.102,1/24/2024 14:37,POST,/help,403,4567,1946,http://www.page-moreno.com/,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 11.0; Trident/5.1),anomaly
36.35.184.34,5/29/2024 20:27,POST,/products,200,3810,2055,-,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/535.32.7 (KHTML, like Gecko) Version/4.0.5 Safari/535.32.7",normal
94.91.5.194,3/16/2024 12:50,GET,/comment,301,2198,3699,http://www.allen.biz/,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2442-05-17 01:51:51.933010 Firefox/3.6.19,normal
137.122.89.117,5/5/2024 6:53,POST,/help,200,2973,4906,https://www.lewis.com/,"Mozilla/5.0 (iPad; CPU iPad OS 2_2_1 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/18.3o6493.0 Mobile/16B858 Safari/534.2",anomaly
210.170.178.149,5/1/2024 9:58,POST,/admin,301,398,748,-,"Mozilla/5.0 (Windows CE) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/50.0.830.0 Safari/536.1",normal
201.28.103.38,2/8/2024 11:46,POST,/admin,404,3109,3697,-,Mozilla/5.0 (Android 2.2.2; Mobile; rv:34.0) Gecko/34.0 Firefox/34.0,anomaly
195.132.93.33,3/29/2024 12:53,GET,/contact.html,500,3746,777,-,Opera/8.45.(X11; Linux i686; es-PR) Presto/2.9.171 Version/10.00,normal
3.179.208.54,3/7/2024 9:22,POST,/comment,403,1090,3979,http://ward-johnson.com/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/15.0.855.0 Safari/534.0",normal
112.23.217.211,6/25/2024 23:12,GET,/comment,404,218,350,https://walker.com/,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/20.0.890.0 Safari/531.1",normal
16.77.242.200,5/27/2024 2:20,POST,/help,403,3893,1650,-,"Mozilla/5.0 (Windows 98) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/15.0.882.0 Safari/532.1",anomaly
37.251.32.187,7/4/2024 0:52,GET,/login,200,2466,1683,-,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/5.0),normal
35.42.7.50,4/19/2024 11:36,POST,/help,404,1934,3353,http://www.lee-harrington.com/,Opera/8.40.(X11; Linux x86_64; nb-NO) Presto/2.9.184 Version/10.00,anomaly
97.90.145.55,1/27/2024 10:53,GET,/profile,403,2293,4878,https://baker.net/,Opera/9.41.(Windows NT 5.0; doi-IN) Presto/2.9.175 Version/10.00,anomaly
210.110.33.156,3/2/2024 14:02,GET,/login,500,1534,1514,https://www.maynard.com/,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/4.1),anomaly
24.197.153.179,4/6/2024 1:38,GET,/index.html,301,2868,4173,-,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/4975-04-14 21:00:54.369858 Firefox/3.6.4,anomaly
174.113.90.80,3/14/2024 2:35,GET,/settings,404,1049,1903,http://www.mann.com/,Opera/8.77.(X11; Linux x86_64; ko-KR) Presto/2.9.186 Version/12.00,anomaly
115.75.169.35,3/18/2024 3:43,POST,/upload,500,1357,2151,-,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_1) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/40.0.871.0 Safari/536.1",normal
152.247.151.49,1/18/2024 1:18,POST,/login,404,2066,954,https://www.spencer-bridges.info/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_1 rv:4.0; kl-GL) AppleWebKit/532.41.3 (KHTML, like Gecko) Version/4.0.5 Safari/532.41.3",anomaly
138.246.247.59,1/5/2024 8:18,POST,/login,301,2409,3164,-,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/531.34.2 (KHTML, like Gecko) Version/5.0.4 Safari/531.34.2",normal
132.227.106.123,2/6/2024 7:26,POST,/admin,500,1921,764,https://www.douglas.com/,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 11.0; Trident/5.1),anomaly
19.51.62.156,1/13/2024 6:47,POST,/comment,301,3378,921,https://mathis.com/,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/5.1),normal
209.75.48.205,6/25/2024 10:18,POST,/profile,500,747,4654,-,"Mozilla/5.0 (Windows 98) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/46.0.809.0 Safari/531.2",anomaly
83.15.8.94,3/30/2024 3:08,GET,/index.html,200,3854,1373,https://nelson.net/,Opera/9.50.(X11; Linux x86_64; gu-IN) Presto/2.9.180 Version/10.00,normal
99.174.170.67,2/8/2024 10:27,GET,/login,403,3656,3102,https://www.wood.net/,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/5.0),anomaly
216.165.125.193,7/13/2024 8:17,GET,/upload,404,2234,1213,-,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/531.26.4 (KHTML, like Gecko) Version/4.0.1 Safari/531.26.4",anomaly
175.184.228.199,4/20/2024 15:32,GET,/login,404,4134,3533,http://miller.com/,Mozilla/5.0 (Windows 98; Win 9x 4.90; tt-RU; rv:1.9.0.20) Gecko/7189-09-17 18:14:09.818024 Firefox/3.8,normal
61.23.153.97,2/24/2024 16:31,POST,/login,500,425,2350,-,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; nn-NO) AppleWebKit/531.12.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6531.12.4",normal
55.231.171.64,1/30/2024 4:21,POST,/help,403,1098,578,-,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/5.1),normal
126.7.221.252,4/24/2024 8:43,POST,/contact.html,200,2036,115,https://www.morris.com/,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_2; rv:1.9.3.20) Gecko/7615-06-02 16:25:19.941467 Firefox/3.8,normal
58.191.24.111,6/19/2024 14:21,GET,/index.html,500,350,4796,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/13.0.880.0 Safari/536.2",normal
149.83.139.172,3/19/2024 5:57,GET,/help,301,3479,2670,-,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/3.1),anomaly
44.181.77.15,7/6/2024 10:47,GET,/settings,404,2035,1820,-,"Mozilla/5.0 (Linux; Android 3.2.4) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/59.0.823.0 Safari/531.0",normal
58.207.127.55,7/2/2024 2:41,GET,/contact.html,500,4567,1217,https://ward.com/,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/533.12.4 (KHTML, like Gecko) Version/5.0 Safari/533.12.4",anomaly
211.6.167.236,7/6/2024 2:34,GET,/upload,301,1348,3463,-,Opera/8.42.(X11; Linux x86_64; nn-NO) Presto/2.9.172 Version/11.00,anomaly
156.171.50.35,1/30/2024 19:29,POST,/index.html,301,2317,3658,-,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_4 rv:2.0; kk-KZ) AppleWebKit/534.14.3 (KHTML, like Gecko) Version/4.0.2 Safari/534.14.3",anomaly
160.68.78.62,1/11/2024 19:02,POST,/products,301,2225,3091,http://www.combs.com/,Opera/9.58.(X11; Linux x86_64; raj-IN) Presto/2.9.169 Version/12.00,normal
171.222.198.107,5/18/2024 17:30,POST,/comment,404,95,383,https://www.wallace-ramsey.com/,Mozilla/5.0 (Android 2.1; Mobile; rv:13.0) Gecko/13.0 Firefox/13.0,anomaly
116.58.237.225,6/11/2024 20:15,POST,/contact.html,404,3148,3403,-,Mozilla/5.0 (Windows 98; Win 9x 4.90; fy-DE; rv:1.9.0.20) Gecko/7385-06-03 01:49:28.677795 Firefox/3.6.13,normal
18.254.175.201,3/19/2024 8:55,GET,/products,403,499,1366,-,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/13.0.892.0 Safari/536.1",normal
16.154.136.100,2/12/2024 8:49,POST,/help,403,4826,1887,https://anderson-castro.com/,"Mozilla/5.0 (iPad; CPU iPad OS 13_7 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) CriOS/13.0.847.0 Mobile/80S484 Safari/531.0",anomaly
36.160.54.12,1/24/2024 17:56,POST,/help,500,4090,205,-,Opera/8.90.(Windows NT 5.2; ff-SN) Presto/2.9.190 Version/12.00,anomaly
31.57.66.119,5/10/2024 20:04,POST,/comment,403,3530,4451,-,Opera/8.99.(Windows NT 4.0; csb-PL) Presto/2.9.166 Version/10.00,anomaly
8.105.46.0,5/11/2024 8:26,POST,/admin,301,4586,3466,https://www.horn-green.biz/,Mozilla/5.0 (Windows 95; bho-IN; rv:1.9.0.20) Gecko/3089-07-08 04:05:46.942337 Firefox/3.6.2,anomaly
107.73.117.6,5/9/2024 12:36,GET,/contact.html,500,4259,1864,-,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/4.0),normal
156.87.38.214,1/28/2024 20:12,GET,/help,500,2602,4794,-,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_5) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/36.0.816.0 Safari/531.0",anomaly
31.138.116.42,1/4/2024 11:54,POST,/comment,301,719,4541,http://green-padilla.com/,Mozilla/5.0 (Windows NT 5.2; iu-CA; rv:1.9.2.20) Gecko/3893-12-31 04:20:01.526566 Firefox/3.6.15,normal
33.226.38.85,1/8/2024 12:35,GET,/index.html,500,343,4115,http://martin.com/,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; mk-MK) AppleWebKit/535.41.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6535.41.3",normal
165.18.217.215,1/21/2024 1:07,POST,/index.html,404,3480,3208,https://williams-houston.com/,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) FxiOS/12.2d3438.0 Mobile/54B051 Safari/535.2",anomaly
191.192.186.34,5/3/2024 4:01,GET,/comment,500,842,2869,-,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/32.0.820.0 Safari/536.1",anomaly
68.236.182.111,4/2/2024 18:36,POST,/help,404,4175,127,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/55.0.828.0 Safari/531.1",normal
116.210.180.97,5/9/2024 9:52,POST,/comment,404,3395,2633,http://wade.biz/,Opera/8.74.(X11; Linux x86_64; ber-DZ) Presto/2.9.163 Version/12.00,anomaly
46.184.66.114,1/21/2024 8:08,POST,/help,403,2355,2830,https://www.adams.net/,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/24.0.855.0 Safari/533.2",anomaly
115.69.135.103,5/17/2024 21:53,GET,/index.html,500,3610,3631,https://www.brady-moore.org/,Opera/9.70.(X11; Linux x86_64; os-RU) Presto/2.9.179 Version/12.00,normal
49.33.186.131,4/27/2024 21:12,POST,/upload,404,3017,2785,https://williams.com/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3; rv:1.9.6.20) Gecko/6288-02-29 17:15:41.976852 Firefox/3.6.7,anomaly
80.194.222.153,6/26/2024 2:57,GET,/upload,200,4249,1711,-,Mozilla/5.0 (Windows NT 4.0; bem-ZM; rv:1.9.0.20) Gecko/6840-08-26 22:21:52.896027 Firefox/10.0,anomaly
78.221.103.249,7/2/2024 20:54,POST,/profile,403,4325,4606,-,Opera/9.65.(X11; Linux x86_64; yue-HK) Presto/2.9.171 Version/11.00,anomaly
205.128.48.84,1/8/2024 11:41,GET,/comment,200,2742,3686,http://www.cannon.com/,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; mni-IN) AppleWebKit/534.7.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6534.7.5",anomaly
61.115.47.195,3/23/2024 15:03,POST,/index.html,200,1934,3925,http://www.reid-bell.com/,Opera/8.58.(Windows NT 11.0; lv-LV) Presto/2.9.189 Version/10.00,normal
53.184.95.33,7/14/2024 9:12,POST,/settings,404,1335,3252,http://www.brown.com/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/50.0.897.0 Safari/532.1",normal
28.148.6.175,5/17/2024 10:29,POST,/profile,403,504,1994,https://www.martinez.net/,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/534.3.7 (KHTML, like Gecko) Version/5.0.3 Safari/534.3.7",normal
212.29.89.117,5/20/2024 5:04,GET,/admin,500,3784,3433,-,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/4.0),anomaly
194.8.175.119,4/4/2024 20:39,GET,/settings,404,838,2640,-,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/535.27.7 (KHTML, like Gecko) Version/5.0.1 Safari/535.27.7",normal
197.91.63.146,2/20/2024 4:21,POST,/admin,404,614,153,-,"Mozilla/5.0 (Linux; Android 8.0.0) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/34.0.801.0 Safari/531.2",normal
219.0.27.42,5/9/2024 18:33,GET,/admin,404,4708,2513,-,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/58.0.802.0 Safari/533.0",normal
219.183.64.85,1/14/2024 15:59,POST,/upload,200,3220,133,https://www.robinson.com/,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/5799-05-21 22:42:10.834244 Firefox/4.0,anomaly
28.61.45.141,7/16/2024 3:34,GET,/upload,403,2652,681,-,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/5.0),anomaly
24.110.25.17,5/23/2024 21:03,POST,/login,404,4341,830,-,Opera/9.51.(Windows NT 5.1; sv-FI) Presto/2.9.168 Version/12.00,normal
56.101.114.92,3/9/2024 18:19,POST,/index.html,200,1748,2816,-,Mozilla/5.0 (Android 3.2.5; Mobile; rv:56.0) Gecko/56.0 Firefox/56.0,normal
45.65.126.94,2/20/2024 3:31,POST,/comment,403,1380,2058,https://www.young.com/,Opera/8.43.(X11; Linux i686; bs-BA) Presto/2.9.183 Version/12.00,normal
156.73.54.88,6/17/2024 14:27,GET,/login,200,2083,710,https://sims-jensen.net/,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_9 rv:5.0; he-IL) AppleWebKit/533.42.2 (KHTML, like Gecko) Version/4.0.3 Safari/533.42.2",anomaly
150.249.67.212,6/26/2024 14:38,POST,/index.html,403,2659,2939,-,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_0) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/43.0.837.0 Safari/536.2",normal
120.61.230.32,4/30/2024 20:50,POST,/comment,404,2168,2987,https://www.campbell-ellison.com/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_7) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/43.0.847.0 Safari/533.1",normal
116.35.48.253,2/8/2024 9:59,POST,/settings,404,4214,699,https://www.holden.net/,Opera/8.64.(X11; Linux x86_64; hne-IN) Presto/2.9.183 Version/12.00,anomaly
117.212.100.136,1/10/2024 1:48,GET,/help,200,2410,1961,http://moore.com/,Mozilla/5.0 (Windows NT 5.01; ja-JP; rv:1.9.2.20) Gecko/5077-11-26 10:12:39.031830 Firefox/3.8,normal
116.191.201.123,4/24/2024 21:26,GET,/help,403,4014,2061,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_2_2 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) FxiOS/14.7t8694.0 Mobile/41U340 Safari/535.1",anomaly
189.105.118.228,6/19/2024 8:19,GET,/login,200,4052,3997,-,"Mozilla/5.0 (Windows 98) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/63.0.845.0 Safari/535.2",anomaly
67.176.147.208,1/1/2024 20:41,POST,/contact.html,404,2924,2062,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 1_1_5 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/43.0.872.0 Mobile/83H443 Safari/535.0",normal
92.234.119.189,6/25/2024 13:08,POST,/help,200,862,2990,https://berg.com/,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/4.0),normal
21.253.190.124,1/22/2024 16:59,GET,/contact.html,403,3356,3917,https://www.lee.com/,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/531.5.5 (KHTML, like Gecko) Version/5.0.4 Safari/531.5.5",anomaly
39.131.196.130,4/30/2024 20:18,POST,/comment,404,4771,1824,https://www.cooper.com/,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/18.0.820.0 Safari/536.2",normal
109.48.27.254,1/29/2024 20:54,POST,/upload,200,2952,2640,-,"Mozilla/5.0 (Linux; Android 4.4.3) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/19.0.815.0 Safari/531.2",anomaly
137.195.138.41,2/17/2024 21:03,POST,/login,403,4798,1262,https://allen-lewis.biz/,Opera/9.22.(Windows NT 5.01; ce-RU) Presto/2.9.169 Version/11.00,normal
48.121.205.20,5/8/2024 22:43,POST,/profile,301,3563,2978,http://www.neal.info/,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_5 rv:2.0; tr-CY) AppleWebKit/535.35.2 (KHTML, like Gecko) Version/4.0.3 Safari/535.35.2",anomaly
156.237.98.218,2/3/2024 8:11,POST,/upload,301,1485,2426,-,Opera/9.69.(Windows NT 5.0; he-IL) Presto/2.9.165 Version/12.00,anomaly
173.102.250.211,2/13/2024 23:29,POST,/comment,500,3271,3966,http://www.jones.info/,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/9480-08-18 03:27:56.713654 Firefox/3.8,normal
87.99.185.112,1/11/2024 8:22,GET,/contact.html,500,496,114,-,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; tr-CY) AppleWebKit/532.6.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6532.6.4",anomaly
14.207.121.85,5/28/2024 23:12,POST,/login,200,1508,3872,http://www.salazar.com/,Opera/9.82.(Windows NT 6.2; sq-ML) Presto/2.9.161 Version/11.00,anomaly
26.114.141.126,5/14/2024 16:05,GET,/comment,200,2438,1832,http://www.romero.com/,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/3.1),normal
79.232.99.104,3/2/2024 13:05,GET,/contact.html,301,4739,659,https://kennedy.info/,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/4.0),anomaly
16.106.21.94,6/20/2024 21:10,GET,/settings,200,3590,2110,https://hunter-wood.org/,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/533.48.6 (KHTML, like Gecko) Version/5.0 Safari/533.48.6",anomaly
30.197.17.234,6/16/2024 13:55,POST,/admin,404,2557,2464,-,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; iu-CA) AppleWebKit/532.32.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6532.32.7",anomaly
50.33.119.231,5/7/2024 0:24,GET,/settings,500,2694,4639,http://www.andrade.info/,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_0; rv:1.9.6.20) Gecko/9428-09-09 09:38:04.196899 Firefox/15.0,normal
117.57.28.215,6/22/2024 5:11,POST,/products,404,862,2837,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/62.0.818.0 Mobile/62O692 Safari/535.2",anomaly
150.61.70.3,1/26/2024 5:11,GET,/help,200,3312,883,-,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_7 rv:2.0; nso-ZA) AppleWebKit/533.23.2 (KHTML, like Gecko) Version/4.0 Safari/533.23.2",normal
85.196.145.145,4/4/2024 22:34,GET,/profile,301,1239,3230,https://www.roberts.net/,"Mozilla/5.0 (Linux; Android 4.0.4) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/53.0.885.0 Safari/532.0",anomaly
164.168.220.67,2/17/2024 10:05,POST,/upload,301,2158,630,-,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; an-ES) AppleWebKit/535.41.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6535.41.3",normal
192.57.14.234,6/20/2024 3:04,GET,/settings,301,249,1031,https://www.anderson.com/,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/4.1),normal
39.166.178.188,4/6/2024 19:40,GET,/index.html,403,730,217,-,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/533.47.5 (KHTML, like Gecko) Version/4.0.1 Safari/533.47.5",normal
19.212.210.4,6/5/2024 3:34,POST,/index.html,301,4890,1889,http://petty.info/,Opera/9.73.(Windows NT 4.0; st-ZA) Presto/2.9.181 Version/12.00,anomaly
74.254.184.148,5/11/2024 0:55,GET,/comment,200,3280,4963,http://www.goodwin.com/,"Mozilla/5.0 (Linux; Android 9) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/25.0.842.0 Safari/533.1",anomaly
29.63.112.122,3/16/2024 4:55,GET,/help,500,4926,1673,-,Mozilla/5.0 (Windows NT 4.0; da-DK; rv:1.9.0.20) Gecko/8775-02-28 18:19:27.297516 Firefox/3.8,normal
148.159.23.27,4/7/2024 3:12,POST,/index.html,403,3742,4658,-,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; ik-CA) AppleWebKit/534.12.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6534.12.1",normal
70.41.182.104,1/27/2024 20:21,POST,/settings,404,3905,1091,https://www.schultz-johnson.com/,Opera/9.60.(Windows NT 6.2; zh-CN) Presto/2.9.189 Version/11.00,anomaly
216.207.86.74,7/7/2024 11:48,GET,/help,301,452,4944,-,Opera/9.14.(X11; Linux i686; mag-IN) Presto/2.9.187 Version/10.00,normal
133.57.229.49,5/22/2024 23:44,GET,/profile,404,1406,4759,http://www.yang.com/,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; gd-GB) AppleWebKit/535.9.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6535.9.2",anomaly
105.168.28.124,4/3/2024 10:06,GET,/settings,403,257,1147,https://lucas.com/,"Mozilla/5.0 (Linux; Android 4.3) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/31.0.898.0 Safari/532.0",anomaly
176.119.221.74,5/24/2024 21:50,POST,/products,403,1540,534,https://holt.org/,Opera/9.96.(X11; Linux i686; pap-CW) Presto/2.9.167 Version/10.00,normal
71.195.117.99,2/12/2024 20:13,GET,/profile,301,2214,4687,https://clark.com/,Opera/9.24.(X11; Linux i686; wal-ET) Presto/2.9.186 Version/12.00,anomaly
173.191.134.230,6/9/2024 19:30,GET,/contact.html,404,327,1089,http://www.jackson.com/,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/18.0.884.0 Safari/532.2",anomaly
32.180.163.244,4/23/2024 12:07,POST,/comment,403,3316,4019,http://www.jimenez.com/,Opera/8.71.(Windows 98; Win 9x 4.90; cs-CZ) Presto/2.9.178 Version/11.00,anomaly
128.47.122.162,4/15/2024 21:41,POST,/settings,200,432,172,https://www.khan.biz/,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/4.0),anomaly
146.80.116.240,6/2/2024 14:42,GET,/login,200,3954,2757,https://mitchell-randolph.com/,Mozilla/5.0 (Windows CE; my-MM; rv:1.9.2.20) Gecko/4099-01-10 01:32:47.024063 Firefox/14.0,normal
169.41.55.113,5/22/2024 17:08,GET,/settings,403,3232,2121,https://www.carpenter.com/,Opera/9.70.(Windows 98; mag-IN) Presto/2.9.161 Version/12.00,anomaly
111.68.220.149,7/9/2024 6:39,GET,/help,301,31,3298,-,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/533.36.2 (KHTML, like Gecko) Version/4.1 Safari/533.36.2",normal
79.234.71.105,1/5/2024 7:47,GET,/profile,403,3133,2719,-,Mozilla/5.0 (Windows NT 6.2; apn-IN; rv:1.9.0.20) Gecko/9422-04-22 02:49:22.531708 Firefox/3.8,anomaly
8.18.152.252,1/5/2024 7:21,POST,/help,301,3381,4550,http://www.fleming.com/,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/5.0),normal
18.14.207.217,7/12/2024 17:24,GET,/upload,404,205,2849,https://www.kim-fischer.com/,Opera/9.46.(X11; Linux i686; hi-IN) Presto/2.9.171 Version/11.00,normal
191.87.231.53,1/26/2024 12:20,GET,/help,200,4779,2774,https://www.morrison.info/,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; lzh-TW) AppleWebKit/533.44.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6533.44.2",anomaly
103.154.57.133,4/3/2024 10:27,GET,/contact.html,404,3313,1095,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/58.0.808.0 Safari/532.1",normal
136.17.33.179,2/4/2024 0:51,POST,/products,500,3961,592,https://www.king.biz/,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; ce-RU) AppleWebKit/535.36.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6535.36.5",normal
63.250.41.196,3/4/2024 8:46,POST,/help,301,3684,4361,-,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/3.0),normal
61.231.88.221,6/4/2024 21:50,POST,/index.html,301,4340,1129,http://burgess.org/,Opera/8.52.(X11; Linux i686; wal-ET) Presto/2.9.182 Version/11.00,anomaly
159.130.131.118,5/26/2024 17:42,POST,/login,404,2753,3289,http://jordan-hammond.com/,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; ce-RU) AppleWebKit/531.45.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6531.45.1",normal
104.60.112.191,5/20/2024 22:43,GET,/login,500,2379,437,https://www.jones.com/,Mozilla/5.0 (Android 2.3.1; Mobile; rv:51.0) Gecko/51.0 Firefox/51.0,anomaly
5.192.213.245,1/19/2024 19:40,POST,/admin,200,311,4480,http://www.robinson.com/,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/5.0),normal
